date,budgetYear,description,amountUSD,srcOrganization,srcOrganizationTypes,srcLocations,srcUsageYearStart,srcUsageYearEnd,destPlan,destPlanCode,destPlanId,destOrganization,destOrganizationTypes,destGlobalClusters,destLocations,destProject,destProjectCode,destEmergency,destUsageYearStart,destUsageYearEnd,contributionType,flowType,method,boundary,onBoundary,status,firstReportedDate,decisionDate,keywords,originalAmount,originalCurrency,exchangeRate,id,refCode,createdAt,updatedAt
2026-02-20,2026,United Arab Emirates Contribution to Sudan Humanitarian Fund (SUHF) 2026,5000000,"United Arab Emirates, Government of",Governments,ARE,2026,2026,Sudan Humanitarian Needs and Response Plan 2026,HSDN26,1514,Sudan Humanitarian Fund,Pooled Funds,,SDN,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,paid,2026-01-20,2026-01-15,,,,,374223,OCT/ARE/2026/77941/OCHA(CBPF-OCHA)/SDN/85108 -,2026-02-24,2026-02-24
2026-04-10,2026,Food Security & Livelihoods,19608,"Australia, Government of",Governments,AUS,2026,2026,Cuba Plan of Action 2026 – Response to Hurricane Melissa,OCUB26,1601,World Food Programme,Multilateral Organizations,Food Security,CUB,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,paid,2026-04-10,2026-02-06,,27000,AUD,1.377,384437,10052509	 No 	 EOL 77225/28 	 AUL-C-00372-01 	 CU03.01.011.URT1,2026-04-10,2026-04-10
2026-04-10,,Australia support to WFP,0,"Australia, Government of",Governments,AUS,2026,2026,Rohingya Humanitarian Crisis Joint Response Plan 2026,RBGD26,1524,World Food Programme,Multilateral Organizations,,BGD,,,,2026,2026,financial,Parked,Traditional aid,outgoing,single,paid,2026-04-03,2026-02-27,,,,,384468,10052630	 No 	 77335-29 	 AUL-C-00373-01 	 BD02.01.011.URT1,2026-04-10,2026-04-10
2026-04-10,,Education,1116892,"Australia, Government of",Governments,AUS,2026,2026,Rohingya Humanitarian Crisis Joint Response Plan 2026,RBGD26,1524,World Food Programme,Multilateral Organizations,Education,BGD,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,paid,2026-04-03,2026-02-27,,,,,384469,10052630	 No 	 77335-29 	 AUL-C-00373-01 	 BD02.01.011.URT1,2026-04-10,2026-04-10
2026-04-10,,Food Security - Food Assistance,9000000,"Australia, Government of",Governments,AUS,2026,2026,Rohingya Humanitarian Crisis Joint Response Plan 2026,RBGD26,1524,World Food Programme,Multilateral Organizations,Food Security,BGD,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,paid,2026-04-03,2026-02-27,,,,,384470,10052630	 No 	 77335-29 	 AUL-C-00373-01 	 BD02.01.011.URT1,2026-04-10,2026-04-10
2026-04-10,,Nutrition,2000000,"Australia, Government of",Governments,AUS,2026,2026,Rohingya Humanitarian Crisis Joint Response Plan 2026,RBGD26,1524,World Food Programme,Multilateral Organizations,Nutrition,BGD,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,paid,2026-04-03,2026-02-27,,,,,384471,10052630	 No 	 77335-29 	 AUL-C-00373-01 	 BD02.01.011.URT1,2026-04-10,2026-04-10
2026-04-06,2026,Food Security - Food Assistance,2130682,"Australia, Government of",Governments,AUS,2026,2026,Lebanon Flash Appeal 2026,FLBN26,1568,World Food Programme,Multilateral Organizations,Food Security,LBN,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,paid,2026-04-03,2026-03-23,,3000000,AUD,1.408,384083,10052690	 No 	 77335-18 	 AUL-C-00361-02 	 LB02,2026-04-06,2026-04-06
2026-02-18,2025,"Rohingya Humanitarian Crisis Joint Response Plan
Early Recovery
Enhancing staffing and operational capacities in key resettlement operations and for Complementary Pathways Globally: Resettlement Operational Support component",48450,"Australia, Government of",Governments,AUS,2026,2026,Rohingya Humanitarian Crisis Joint Response Plan 2026,RBGD26,1524,United Nations High Commissioner for Refugees,Multilateral Organizations,Protection,BGD,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,paid,2026-02-18,2025-06-10,,75000,AUD,1.548,379099,25-GOV-AU-007-01,2026-02-18,2026-02-18
2026-01-20,2026,Health	Improved access to essential health services by the vulnerable populations in the conflict affected areas,2443601,"Australia, Government of",Governments,AUS,2026,2026,Myanmar Humanitarian Needs and Response Plan 2026,HMMR26,1505,Access to Health Fund,Pooled Funds,Health,MMR,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2026-01-20,2026-01-01,,3648296,AUD,1.493,374227,,2026-01-28,2026-01-28
2025-12-30,2026,Australia Contribution to Sudan Humanitarian Fund (SUHF) 2026,9758466,"Australia, Government of",Governments,AUS,2026,2026,Sudan Humanitarian Needs and Response Plan 2026,HSDN26,1514,Sudan Humanitarian Fund,Pooled Funds,,SDN,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,paid,2026-01-13,2026-01-12,,14000000,AUD,1.493,373455,OCT/AUS/2026/77811/OCHA(CBPF-OCHA)/SDN/84944 EOL No 77338/13,2026-02-04,2026-02-04
2026-03-23,2026,Contribution to ICRC Country Appeal 2026 Winterization Ukraine,1176471,"Austria, Government of",Governments,AUT,2026,2026,,,,International Committee of the Red Cross,Red Cross/Red Crescent Organizations,Emergency Shelter and NFI,UKR,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,paid,2026-03-23,2026-01-01,,1000000,EUR,0.85,382693,2768-01/2026,2026-03-23,2026-03-23
2026-03-03,2025,Austrian contribution to Sudan and neighboring countries crisis response plan 2025-2026,3521126,"Austria, Government of",Governments,AUT,2026,2026,Sudan Humanitarian Needs and Response Plan 2026,HSDN26,1514,International Organization for Migration,Multilateral Organizations,Multi-sector,SDN,,,Sudan Complex Emergency 2023,2026,2026,financial,Standard,Traditional aid,outgoing,single,paid,2026-03-03,2026-01-15,,3000000,EUR,0.852,380371,2259-01/2024/Vsum/3-ZGI/2025,2026-03-03,2026-03-03
2025-04-22,,"Promoting resilience of refugees and vulnerable host communities in Jordan, Phase II – PRO-JORDAN II",111111,"Austria, Government of",Governments,AUT,2026,2026,Syrian Arab Republic Regional Refugee and Resilience Plan (3RP) 2026,RJORLBNTUR26,1528,CARE Austria,NGOs,,JOR,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2025-06-16,,Multiyear,100000,EUR,0.9,346745,2857-00/2024,2025-06-16,2026-03-23
2025-04-22,,"Promoting resilience of refugees and vulnerable host communities in Jordan, Phase II – PRO-JORDAN II",0,"Austria, Government of",Governments,AUT,2024,2027,,,,CARE Austria,NGOs,,JOR,,,,2024,2027,financial,Parked,Traditional aid,outgoing,shared,commitment,2025-06-16,,Multiyear,0,EUR,0.9,346747,2857-00/2024,2025-06-16,2026-03-23
2026-02-27,,"HAC-GLOBAL SUPPORT
Programme Division
MRM/CAAC	Child Protection",1158749,"Belgium, Government of",Governments,BEL,2026,2026,,,,United Nations Children's Fund,Multilateral Organizations,Protection - Child Protection,,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,paid,2026-02-27,2025-12-04,,1000000,EUR,0.863,380056,SM250443        PO4501120627,2026-02-27,2026-02-27
2026-02-25,2025,"République Démocratique du Congo Besoins Humanitaires et Plan de Réponse 2026
Multiple clusters/sectors
Junior Professional Officer",87087,"Belgium, Government of",Governments,BEL,2026,2026,République Démocratique du Congo Besoins Humanitaires et Plan de Réponse 2026,HCOD26,1509,United Nations High Commissioner for Refugees,Multilateral Organizations,,COD,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2026-01-31,2025-05-14,,76375,EUR,0.877,379746,24-GOV-BE-003/2025-05-14              24-GOV-BE-003,2026-02-25,2026-02-25
2026-02-17,2025,"Syrian Arab Republic Humanitarian Response Plan 2025
Protection",419625,"Belgium, Government of",Governments,BEL,2026,2026,Syrian Arab Republic Humanitarian Response Priorities 2026,HSYR26,1518,United Nations High Commissioner for Refugees,Multilateral Organizations,Protection,SYR,,,,2026,2026,financial,Pass through,Traditional aid,outgoing,single,paid,2026-02-17,2025-12-04,,362136,EUR,0.863,379020,2025/bv/pv/252 | 25-GOV-BE-001-01,2026-02-17,2026-04-14
2026-02-17,2025,"Syrian Arab Republic Humanitarian Response Plan
Protection - Child Protection",53250,"Belgium, Government of",Governments,BEL,2026,2026,Syrian Arab Republic Humanitarian Response Priorities 2026,HSYR26,1518,United Nations High Commissioner for Refugees,Multilateral Organizations,Protection,SYR,,,,2026,2026,financial,Pass through,Traditional aid,outgoing,single,paid,2026-02-17,2025-12-04,,45955,EUR,0.863,379021,2025/bv/pv/252 | 25-GOV-BE-001-01,2026-02-17,2026-04-14
2026-02-17,2025,"Syrian Arab Republic Humanitarian Response Plan 
Protection - Gender Based Violence",53249,"Belgium, Government of",Governments,BEL,2026,2026,Syrian Arab Republic Humanitarian Response Priorities 2026,HSYR26,1518,United Nations High Commissioner for Refugees,Multilateral Organizations,Protection,SYR,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,paid,2026-02-17,2025-12-04,,45954,EUR,0.863,379022,2025/bv/pv/252 | 25-GOV-BE-001-01,2026-02-17,2026-04-14
2026-02-17,2025,"Syrian Arab Republic Humanitarian Response Plan 
Emergency Shelter and NFI",53250,"Belgium, Government of",Governments,BEL,2026,2026,Syrian Arab Republic Humanitarian Response Priorities 2026,HSYR26,1518,United Nations High Commissioner for Refugees,Multilateral Organizations,Emergency Shelter and NFI,SYR,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,paid,2026-02-17,2025-12-04,,45955,EUR,0.863,379023,2025/bv/pv/252 | 25-GOV-BE-001-01,2026-02-17,2026-04-13
2026-01-25,,Unearmarked global funds,800000,"Belgium, Government of",Governments,BEL,2026,2026,République Démocratique du Congo Besoins Humanitaires et Plan de Réponse 2026,HCOD26,1509,Food and Agriculture Organization of the United Nations,Multilateral Organizations,Food Security,COD,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2026-01-21,2025-12-02,,,,,375388,,2026-01-25,2026-02-06
2025-12-22,2026,Provision and distribution of agriculture inputs,600000,"Belgium, Government of",Governments,BEL,2026,2026,,,,Food and Agriculture Organization of the United Nations,Multilateral Organizations,Food Security,BGD,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,paid,2025-12-22,2025-12-02,,511200,EUR,0.852,371949,OSRO/BGD/121/BEL,2025-12-22,2026-01-02
2025-12-16,2024,"Belgium, Government of",0,"Belgium, Government of",Governments,BEL,2025,2026,,,,World Food Programme,Multilateral Organizations,,,,,,2025,2026,financial,Parked,Traditional aid,outgoing,shared,commitment,2025-10-23,2024-03-29,Multiyear,0,EUR,0.9804,371111,MU/2024/04,2025-12-16,2026-02-25
2025-12-16,2024,Food Security,5100000,"Belgium, Government of",Governments,BEL,2026,2026,Global Humanitarian Overview GHO 2026 (Plan not yet defined) 2026,O26,1566,World Food Programme,Multilateral Organizations,Food Security,,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2025-10-23,2024-03-29,Multiyear,5000000,EUR,0.9804,371113,MU/2024/04          #GHO2026Prioritized,2025-12-16,2026-02-25
2025-12-16,2024,"Belgium, Government of",0,"Belgium, Government of",Governments,BEL,2025,2026,,,,United Nations High Commissioner for Refugees,Multilateral Organizations,,,,,,2025,2026,financial,Parked,Traditional aid,outgoing,shared,commitment,2025-10-23,2024-03-11,Multiyear,0,EUR,0.8575,371114,MU/2024/03,2025-12-16,2026-02-25
2025-12-16,2024,Food Security,11661700,"Belgium, Government of",Governments,BEL,2026,2026,Global Humanitarian Overview GHO 2026 (Plan not yet defined) 2026,O26,1566,United Nations High Commissioner for Refugees,Multilateral Organizations,Food Security,,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2025-10-23,2024-03-11,Multiyear,10000000,EUR,0.8575,371116,MU/2024/03       #GHO2026Prioritized,2025-12-16,2026-02-25
2025-12-16,2024,"Belgium, Government of",0,"Belgium, Government of",Governments,BEL,2025,2026,,,,International Committee of the Red Cross,Red Cross/Red Crescent Organizations,,,,,,2025,2026,financial,Parked,Cash transfer programming (CTP),outgoing,shared,commitment,2025-10-23,2024-03-11,Multiyear,0,EUR,0.8575,371117,MU/2024/02,2025-12-16,2025-12-16
2025-12-16,2024,MPC Support,13994040,"Belgium, Government of",Governments,BEL,2026,2026,,,,International Committee of the Red Cross,Red Cross/Red Crescent Organizations,Multipurpose Cash,,,,,2026,2026,financial,Standard,Cash transfer programming (CTP),outgoing,single,commitment,2025-10-23,2024-03-11,Multiyear,12000000,EUR,0.8575,371119,MU/2024/02,2025-12-16,2025-12-16
2025-12-16,2024,"Belgium, Government of",0,"Belgium, Government of",Governments,BEL,2025,2026,,,,United Nations Relief and Works Agency for Palestine Refugees in the Near East,Multilateral Organizations,,,,,,2025,2026,financial,Parked,Cash transfer programming (CTP),outgoing,shared,commitment,2025-10-23,2024-05-24,Multiyear,0,EUR,0.8575,371120,MU/2024/01,2025-12-16,2026-02-25
2025-12-16,2024,MPC Support,8163190,"Belgium, Government of",Governments,BEL,2026,2026,Global Humanitarian Overview GHO 2026 (Plan not yet defined) 2026,O26,1566,United Nations Relief and Works Agency for Palestine Refugees in the Near East,Multilateral Organizations,Multipurpose Cash,,,,,2026,2026,financial,Standard,Cash transfer programming (CTP),outgoing,single,commitment,2025-10-23,2024-05-24,Multiyear,7000000,EUR,0.8575,371122,MU/2024/01         #GHO2026Prioritized,2025-12-16,2026-02-25
2025-12-16,2024,"Belgium, Government of",0,"Belgium, Government of",Governments,BEL,2025,2026,,,,Active Learning Network for Accountability and Performance,Private Organizations,,,,,,2025,2026,financial,Parked,Traditional aid,outgoing,shared,commitment,2025-10-23,2024-03-12,Multiyear,0,EUR,0.8575,371123,MU/2024/05,2025-12-16,2026-02-25
2025-12-16,2024,Providing MHPSS services to IDPs,58308,"Belgium, Government of",Governments,BEL,2026,2026,Global Humanitarian Overview GHO 2026 (Plan not yet defined) 2026,O26,1566,Active Learning Network for Accountability and Performance,Private Organizations,Health,,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2025-10-23,2024-03-12,Multiyear,50000,EUR,0.8575,371125,MU/2024/05          #GHO2026Prioritized,2025-12-16,2026-02-25
2025-12-16,2024,"Belgium, Government of",0,"Belgium, Government of",Governments,BEL,2025,2026,,,,The New Humanitarian,NGOs,,,,,,2025,2026,financial,Parked,Traditional aid,outgoing,shared,commitment,2025-10-23,2024-03-12,Multiyear,0,EUR,0.8575,371126,MU/2024/06,2025-12-16,2025-12-16
2025-12-16,2024,Providing MHPSS services to IDPs,174925,"Belgium, Government of",Governments,BEL,2026,2026,,,,The New Humanitarian,NGOs,Health,,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2025-10-23,2024-03-12,Multiyear,150000,EUR,0.8575,371128,MU/2024/06,2025-12-16,2025-12-16
2025-12-16,2025,"Belgium, Government of",0,"Belgium, Government of",Governments,BEL,2025,2026,,,,International Council of Voluntary Agencies,NGOs,,,,,,2025,2026,financial,Parked,Traditional aid,outgoing,shared,commitment,2025-10-23,2025-07-15,Multiyear,0,EUR,0.8573,371132,MU/2025/01,2025-12-16,2025-12-16
2025-12-16,2025,Ressource générale,291613,"Belgium, Government of",Governments,BEL,2026,2026,,,,International Council of Voluntary Agencies,NGOs,Logistics,,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2025-10-23,2025-07-15,Multiyear,250000,EUR,0.8573,371134,MU/2025/01,2025-12-16,2025-12-16
2025-12-16,2025,"Belgium, Government of",0,"Belgium, Government of",Governments,BEL,2025,2026,,,,IFRC Disaster Relief Emergency Fund,Pooled Funds,,,,,,2025,2026,financial,Parked,Traditional aid,outgoing,shared,commitment,2025-10-23,2025-07-18,Multiyear,0,EUR,0.8624,371135,FF/2025/04,2025-12-16,2025-12-16
2025-12-16,2025,Ressource générale,4058425,"Belgium, Government of",Governments,BEL,2026,2026,,,,IFRC Disaster Relief Emergency Fund,Pooled Funds,Multi-sector,,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2025-10-23,2025-07-18,Multiyear,3500000,EUR,0.8624,371137,FF/2025/04,2025-12-16,2025-12-16
2025-12-16,2025,"Belgium, Government of",0,"Belgium, Government of",Governments,BEL,2025,2026,,,,WFP Immediate Response Account,Multilateral Organizations,Food Security,,,,,2025,2026,financial,Parked,Traditional aid,outgoing,shared,commitment,2025-10-23,2025-07-16,Multiyear,0,EUR,0.8624,371138,FF/2025/03,2025-12-16,2025-12-16
2025-12-16,2025,Ressource générale,5797750,"Belgium, Government of",Governments,BEL,2026,2026,,,,WFP Immediate Response Account,Multilateral Organizations,Food Security,,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2025-10-23,2025-07-16,Multiyear,5000000,EUR,0.8624,371140,FF/2025/03,2025-12-16,2025-12-16
2025-12-16,2025,"Belgium, Government of",0,"Belgium, Government of",Governments,BEL,2025,2026,,,,United Nations Humanitarian Air Service,Multilateral Organizations,Logistics,,,,,2025,2026,financial,Parked,Traditional aid,outgoing,shared,commitment,2025-12-02,2025-09-19,Multiyear,0,EUR,0.8611,371144,FF/2025/02,2025-12-16,2025-12-16
2025-12-16,2025,Emergency situation and for the national operation,2322540,"Belgium, Government of",Governments,BEL,2026,2026,,,,United Nations Humanitarian Air Service,Multilateral Organizations,Logistics,,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2025-12-02,2025-09-19,Multiyear,2000000,EUR,0.8611,371146,FF/2025/02,2025-12-16,2025-12-16
2025-12-16,2025,"Belgium, Government of",0,"Belgium, Government of",Governments,BEL,2025,2026,,,,Special Fund for Emergency and Rehabilitation,Pooled Funds,Agriculture,,,,,2025,2026,financial,Parked,Traditional aid,outgoing,shared,commitment,2025-12-02,2025-11-12,Multiyear,0,EUR,0.8611,371147,FF/2025/06,2025-12-16,2025-12-16
2025-12-16,2025,For Emergency Situations,5806350,"Belgium, Government of",Governments,BEL,2026,2026,,,,Special Fund for Emergency and Rehabilitation,Pooled Funds,Agriculture,,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2025-12-02,2025-11-12,Multiyear,5000000,EUR,0.8611,371149,FF/2025/06,2025-12-16,2025-12-16
2024-03-05,2026,Voluntary contribution to the general budget of ALNAP 2024-2026,0,"Belgium, Government of",Governments,BEL,2024,2026,,,,Active Learning Network for Accountability and Performance,Private Organizations,Health,,,,,2024,2026,financial,Parked,Traditional aid,outgoing,shared,paid,2024-12-17,2024-03-05,Multiyear,0,EUR,0.913,334294,MU/2024/05,2024-12-18,2025-12-16
2024-02-20,2024,Core funding of ICRC,0,"Belgium, Government of",Governments,BEL,2024,2026,,,,International Committee of the Red Cross,Red Cross/Red Crescent Organizations,,,,,,2024,2026,financial,Parked,Cash transfer programming (CTP),outgoing,shared,paid,2024-12-17,2024-02-20,Multiyear,0,EUR,0.913,334312,MU/2024/02,2024-12-18,2025-12-16
2026-04-10,2026,Activities NOT COVERED by HNRP,1105898,"Canada, Government of",Governments,CAN,2026,2026,,,,World Food Programme,Multilateral Organizations,Food Security,NER,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,paid,2026-04-10,2025-10-29,,1600000,CAD,1.4468,384404,10051988	 No 	 P012881 	 CAN-C-00678-10 	 NE02,2026-04-10,2026-04-10
2026-04-10,2026,Activities NOT COVERED by HRP,427655,"Canada, Government of",Governments,CAN,2026,2026,,,,World Food Programme,Multilateral Organizations,Food Security,BFA,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,paid,2026-04-10,2025-10-29,,600000,CAD,1.403,384423,10051984	 No 	 P012881 	 CAN-C-00678-06 	 BF02,2026-04-10,2026-04-10
2026-04-10,2026,Food Security - Food Assistance,429654,"Canada, Government of",Governments,CAN,2026,2026,Venezuela Plan de Respuesta Humanitaria 2026,HVEN26,1517,World Food Programme,Multilateral Organizations,Food Security,VEN,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,paid,2026-04-01,2025-12-29,,587337,CAD,1.367,384444,10052378	 No 	 P014355 	 CAN-C-00683-03 	 VE02,2026-04-10,2026-04-10
2026-04-10,,Food Security - Food Assistance,1838235,"Canada, Government of",Governments,CAN,2026,2026,Rohingya Humanitarian Crisis Joint Response Plan 2026,RBGD26,1524,World Food Programme,Multilateral Organizations,Food Security,BGD,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,paid,2026-04-03,2026-03-31,,2562500,CAD,1.394,384474,10052759 	 No 	 P0173021 	 CAN-C-00696-01 	 BD02.01.011.URT1,2026-04-10,2026-04-10
2026-04-10,2026,Food Security & Livelihoods,735507,"Canada, Government of",Governments,CAN,2026,2026,Madagascar Appel Éclair Cyclones Fytia et Gezani 2026,FMDG26,1567,World Food Programme,Multilateral Organizations,Food Security,MDG,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,paid,2026-04-07,2026-03-12,,1000000,CAD,1.36,384486,10052650	 No 	 P017255 AMENDMENT#2 	 CAN-C-00695-01 	 MG03,2026-04-10,2026-04-10
2026-04-10,2026,Nutrition,287000,"Canada, Government of",Governments,CAN,2026,2026,Mozambique Humanitarian Needs and Response Plan 2026,HMOZ26,1506,World Food Programme,Multilateral Organizations,Nutrition,MOZ,,,Mozambique: Floods 2026,2026,2026,financial,Standard,Traditional aid,outgoing,single,paid,2026-04-07,2026-02-17,,390000,CAD,1.359,384506,10052525	 No 	 P017255 	 CAN-C-00693-02 	 MZ02,2026-04-10,2026-04-10
2026-04-10,2026,"Activities NOT COVERED by HNRP
Floods Addendum",1552588,"Canada, Government of",Governments,CAN,2026,2026,,,,World Food Programme,Multilateral Organizations,Food Security,MOZ,,,Mozambique: Floods 2026,2026,2026,financial,Standard,Traditional aid,outgoing,single,paid,2026-04-07,2026-02-17,,2110000,CAD,1.359,384507,10052525	 No 	 P017255 	 CAN-C-00693-02 	 MZ02,2026-04-10,2026-04-10
2026-04-10,2026,Activities NOT COVERED by HNRP,2853067,"Canada, Government of",Governments,CAN,2026,2026,,,,World Food Programme,Multilateral Organizations,Food Security,MOZ,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,paid,2026-04-07,2025-11-26,,3877318,CAD,1.359,384508,10052253	 No 	 P013945 	 CAN-C-00681-02 	 MZ02.05.044.SMP1,2026-04-10,2026-04-10
2026-04-07,2026,Canada Contribution to OCHA 2026,570835,"Canada, Government of",Governments,CAN,2026,2026,Escalation of Hostilities in the OPT Flash Appeal 2026,FPSE26,1510,Office for the Coordination of Humanitarian Affairs,Multilateral Organizations,Coordination and support services,PSE,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,paid,2026-04-09,2026-03-12,,800000,CAD,1.4015,384334,OCT/CAN/2026/78052/OCHA(OCHA Program)/PSE/85502 Project no.: P015707 Arrangement no.: 7467280,2026-04-14,2026-04-14
2026-04-06,2026,Nigeria	2026	Food Security - Agriculture & Livelihoods,3652301,"Canada, Government of",Governments,CAN,2026,2026,Nigeria Humanitarian Needs and Response Plan 2026,HNGA26,1508,World Food Programme,Multilateral Organizations,Food Security,NGA,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,paid,2026-04-01,2026-03-05,,5000000,CAD,1.369,384054,10052640	 No 	 P016785 	 CAN-C-00694-01 	 NG02.04.033.ACL1,2026-04-06,2026-04-06
2026-04-06,2026,Food Security - Agriculture & Livelihoods,427655,"Canada, Government of",Governments,CAN,2026,2026,Mali Besoins Humanitaires et Plan de Réponse 2026,HMLI26,1511,World Food Programme,Multilateral Organizations,Food Security,MLI,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,paid,2026-04-01,2025-10-29,Multiyear,625310,CAD,1.4622,384060,10051986	 No 	 P012881 	 CAN-C-00678-08 	 ML02,2026-04-06,2026-04-06
2026-03-27,2026,Canada Contribution to Burkina Faso -Regional HF for West and Central Africa (BF_CBPF_RHPF) 2026,294118,"Canada, Government of",Governments,CAN,2026,2026,Burkina Faso Besoins Humanitaires et Plan de Réponse 2026,HBFA26,1499,"Burkina Faso (West, Central Africa HF)",Pooled Funds,,BFA,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2026-03-31,2026-03-27,,400000,CAD,1.36,383518,OCT/CAN/2026/78042/OCHA(CBPF-OCHA)/BFA/85424 Project no.: P015704 Arrangement no.: 7467454,2026-04-02,2026-04-02
2026-03-27,2026,Canada Contribution to DRC Humanitarian Fund (DRC_HF) 2026,625000,"Canada, Government of",Governments,CAN,2026,2026,République Démocratique du Congo Besoins Humanitaires et Plan de Réponse 2026,HCOD26,1509,Democratic Republic of the Congo Humanitarian Fund,Pooled Funds,,COD,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2026-03-31,2026-03-27,,850000,CAD,1.36,383519,OCT/CAN/2026/78042/OCHA(CBPF-OCHA)/COD/85425 Project no.: P015704 Arrangement no.: 7467454,2026-04-02,2026-04-02
2026-03-27,2026,Canada Contribution to Ethiopia Humanitarian Fund (3379) 2026,992647,"Canada, Government of",Governments,CAN,2026,2026,,,,Ethiopia Humanitarian Fund,Pooled Funds,,ETH,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2026-03-31,2026-03-27,,1350000,CAD,1.36,383520,OCT/CAN/2026/78042/OCHA(CBPF-OCHA)/ETH/85426 Project no.: P015704 Arrangement no.: 7467454,2026-04-02,2026-04-02
2026-03-27,2026,"Canada Contribution to Mali, Regional HF for West and Central Africa (M_ERF) 2026",257353,"Canada, Government of",Governments,CAN,2026,2026,Mali Besoins Humanitaires et Plan de Réponse 2026,HMLI26,1511,"Mali (West, Central Africa HF)",Pooled Funds,,MLI,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2026-03-31,2026-03-27,,350000,CAD,1.36,383521,OCT/CAN/2026/78042/OCHA(CBPF-OCHA)/MLI/85427 Project no.: P015704 Arrangement no.: 7467454,2026-04-02,2026-04-02
2026-03-27,2026,"Canada Contribution to Nigeria, Humanitarian Fund (NIG_ERF) 2026",441176,"Canada, Government of",Governments,CAN,2026,2026,Nigeria Humanitarian Needs and Response Plan 2026,HNGA26,1508,Nigeria Humanitarian Fund,Pooled Funds,,NGA,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2026-03-31,2026-03-27,,600000,CAD,1.36,383522,OCT/CAN/2026/78042/OCHA(CBPF-OCHA)/NGA/85428 Project no.: P015704 Arrangement no.: 7467454,2026-04-02,2026-04-02
2026-03-27,2026,Canada Contribution to Somalia Humanitarian Fund (SOHF) 2026,257353,"Canada, Government of",Governments,CAN,2026,2026,Somalia Humanitarian Needs and Response Plan 2026,HSOM26,1516,Somalia Humanitarian Fund,Pooled Funds,,SOM,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2026-03-31,2026-03-27,,350000,CAD,1.36,383523,OCT/CAN/2026/78042/OCHA(CBPF-OCHA)/SOM/85429 Project no.: P015704 Arrangement no.: 7467454,2026-04-02,2026-04-02
2026-03-27,2026,Canada Contribution to South Sudan Humanitarian Fund (SSHF) 2026,220588,"Canada, Government of",Governments,CAN,2026,2026,South Sudan Humanitarian Needs and Response Plan 2026,HSSD26,1512,South Sudan Humanitarian Fund,Pooled Funds,,SSD,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2026-03-31,2026-03-27,,300000,CAD,1.36,383524,OCT/CAN/2026/78042/OCHA(CBPF-OCHA)/SSD/85430 Project no.: P015704 Arrangement no.: 7467454,2026-04-02,2026-04-02
